X,Y,Z,tipo,data,detalhes,longitude,latitude
-34.9339752999999,-8.0433959,0,Ciclomotores,16/01/2015,Ciclomotor,-34.933975,-8.043396
-34.9145803,-8.08069789999996,0,Ciclomotores,16/01/2015,Ciclomotor,-34.91458,-8.080698
-34.9189711,-8.05161829999997,0,Ciclomotores,17/01/2015,Ciclomotor,-34.918971,-8.051618
-34.9304536,-8.04514349999994,0,Ciclistas,19/01/2015,Ciclista,-34.930454,-8.045143
-34.8947185,-8.05600559999993,0,Ciclistas,19/01/2015,Ciclista,-34.894718,-8.056006
-34.957096,-8.03043259999993,0,Ciclistas,19/01/2015,Ciclista,-34.957096,-8.030433
-34.9178204,-8.02504379999993,0,Pedestres,16/01/2015,Pedestre,-34.91782,-8.025044
-34.9070298999999,-8.08451659999997,0,Pedestres,19/01/2015,Pedestre,-34.90703,-8.084517
-34.8983072999999,-8.02730259999993,0,Pedestres,19/01/2015,Pedestre,-34.898307,-8.027303
-34.880181,-8.03630219999997,0,Pedestres,19/01/2015,Pedestre,-34.880181,-8.036302
-34.8899455,-8.0490608,0,Automóveis,15/01/2015,Táxi,-34.889945,-8.049061
